Hugo_Symbol	TARGET-20-PABLDZ-04	TARGET-20-PADYIR-04	TARGET-20-PAECCE-04	TARGET-20-PAEDKB-04	TARGET-20-PAEERJ-04	TARGET-20-PAEFGT-04	TARGET-20-PAEGNK-04	TARGET-20-PAEIKD-04	TARGET-20-PAKERZ-04	TARGET-20-PAKIWK-04	TARGET-20-PAKTCX-04	TARGET-20-PALGKX-04	TARGET-20-PAMYAS-04	TARGET-20-PANLIZ-04	TARGET-20-PAPXRJ-04	TARGET-20-PARBIU-04	TARGET-20-PARCVS-04	TARGET-20-PARDDY-04	TARGET-20-PARFAL-04	TARGET-20-PARGDB-04	TARGET-20-PARLVL-04	TARGET-20-PARUBT-40	TARGET-20-PARUNX-04	TARGET-20-PARYFN-04	TARGET-20-PARYVW-04	TARGET-20-PASBBE-04	TARGET-20-PASCGR-04	TARGET-20-PASCRZ-04	TARGET-20-PASGWH-04	TARGET-20-PASGZS-04	TARGET-20-PASHYZ-04	TARGET-20-PASINN-04	TARGET-20-PASJGZ-04	TARGET-20-PASMYS-04	TARGET-20-PASPLU-04	TARGET-20-PASTUH-04	TARGET-20-PASVVS-04	TARGET-20-PASVYA-04	TARGET-20-PASWAJ-04	TARGET-20-PASXNR-04	TARGET-20-PASYJI-04	TARGET-20-PATDNN-04	TARGET-20-PATIAK-04	TARGET-20-PATJHJ-40
hsa-let-7a-1	12282.798214	11801.496754	14203.248320	8181.081311	10967.689772	12751.342430	6468.849801	13324.855963	5502.362544	1515.921121	6158.072549	8904.110774	9060.478849	9532.077003	10259.533878	34742.111987	12063.154662	7361.826255	7534.101773	6986.278530	13648.588100	7310.207238	7566.306302	9629.095736	6099.850861	7380.051580	13727.270013	4323.373585	12320.513354	5657.617192	17950.048789	5564.195611	6208.926265	13541.324133	9563.991808	10074.291316	8173.830533	6562.981020	19804.815389	5969.699959	13451.428744	9703.392460	10478.517005	7980.270800
hsa-let-7a-2	24388.232244	24132.464900	28129.280543	16270.103259	21866.643400	25332.524253	12853.990209	26333.891991	10893.592599	2935.236447	12233.175287	17940.615033	18324.276796	18977.773489	20474.478747	69607.584954	24311.692406	14612.049952	14944.865234	13975.378259	27237.920391	14698.471648	15109.214480	19128.559058	12192.518149	14387.086047	27324.077893	8579.723371	24689.645179	11302.920959	35209.790936	11019.063463	12500.677830	26941.222697	19045.793789	20120.227168	16360.788587	13391.165792	39901.624450	11850.108665	27016.907355	19228.044309	20579.868443	16078.164640
hsa-let-7a-3	12247.325377	11837.082408	14239.123345	8127.153045	11005.659590	12793.659600	6435.285490	13257.686564	5460.883516	1437.542835	6172.835861	9036.504258	9150.885277	9517.550549	10338.557048	35415.218665	12078.883064	7357.277237	7541.844443	7050.460829	13644.949586	7439.154626	7562.261414	9630.910590	6094.183820	7314.815403	13704.052176	4351.469421	12373.163600	5672.875131	17782.921917	5565.325030	6219.047294	13290.520167	9652.790331	10193.384265	8197.572885	6648.495699	20052.947350	5928.003588	13606.364413	9626.061678	10334.263893	8016.855893
hsa-let-7b	4738.616285	54324.196088	41313.352032	7191.742765	13809.636430	17285.126645	3508.141863	10761.280183	1531.593519	884.034161	5187.532442	40296.076826	18824.754577	873.662399	15606.706852	104463.418161	10132.979226	8932.601912	5477.031642	3646.824133	54011.670276	13045.113602	4947.209848	6584.289588	298.876529	21767.472172	53241.818200	4519.705928	18551.503977	3051.855580	23235.825358	2767.980068	5784.864438	4878.137140	7909.397955	30306.320028	11726.773620	15012.697306	43918.730517	4898.204920	59624.410115	4717.640772	1401.108314	2462.609445
hsa-let-7c	982.437004	217.827334	640.858391	310.169237	442.442636	363.808732	669.608019	128.600707	501.139695	478.775889	190.151454	1073.858258	4589.365992	271.463094	97.763478	228.140972	66.624807	1329.981011	90.069028	358.574515	6558.682483	1541.629153	3256.384203	827.573333	2377.882259	1710.526008	645.677005	159.943158	1503.377976	53.268947	2167.459049	1121.964828	453.867793	10958.043283	309.957107	2547.940988	60.304550	493.603718	44722.026411	1148.989270	1703.216421	117.616878	5466.720589	46.026407
hsa-let-7d	1245.490716	13773.804646	13299.849977	1166.266835	731.053650	855.857316	1312.633103	1087.986736	317.092816	73.517617	1443.261345	9553.963757	8481.038491	1426.834924	725.425317	5096.219468	1089.147703	1674.341617	1118.694828	2831.779463	6450.046833	1603.615731	1649.256637	1387.066833	2309.279140	10118.967368	7957.084591	1467.922765	627.889760	1512.543632	7270.537920	1538.946320	1462.999375	14595.397469	1197.011529	10817.204475	1689.245319	13294.826470	11435.374469	1952.000358	11912.831471	13119.375575	12801.827836	7764.694127
hsa-let-7e	542.311066	283.606876	774.574392	150.999144	267.875723	501.364308	149.495444	181.481138	388.572398	291.032552	262.491681	571.109146	2310.513657	161.866193	583.626731	611.076922	205.529576	412.444231	161.446766	248.406657	319.149710	500.484222	151.216603	237.486583	75.986235	110.399684	353.795619	86.657034	414.917143	323.762768	1656.735940	153.375099	268.439400	882.690625	256.808306	2442.620693	76.201158	506.593290	7081.786425	190.582925	445.440050	186.612606	1436.354037	147.913922
hsa-let-7f-1	135.614261	24.802122	29.352293	78.114276	37.363917	40.830618	58.804674	102.273003	16.043775	10.328921	59.643779	17.306338	16.402854	125.420359	31.295391	74.184235	98.611783	38.363379	44.822800	85.059179	22.350875	22.957992	59.490976	82.705480	76.664683	7.359979	23.217837	56.022418	57.749257	64.377797	39.446094	48.790900	54.412137	48.070760	35.370481	15.392966	67.740060	20.566822	47.621285	50.849233	12.911306	52.788678	25.435058	37.371869
hsa-let-7f-2	39088.876536	3246.921302	5162.742156	22951.216164	14495.045511	14535.402574	15530.744070	24129.340583	5048.310675	4065.949556	20275.932200	2641.812458	2395.198160	38544.646535	13122.923680	8285.582762	26896.098702	10453.338380	17271.537552	18745.604218	4409.359923	6500.938025	15817.443352	26865.280810	20383.387270	1397.057815	6224.591670	15407.857593	18886.615679	14593.014541	8638.694542	15806.218807	14769.552528	5248.769667	14571.800307	2937.626081	13581.189821	2247.195876	6830.521484	13687.596550	3440.862992	9597.815104	5837.345714	4217.907105
hsa-let-7g	1878.454587	5930.942265	2643.337030	1902.632789	958.468626	1205.395152	1253.559915	1593.613664	543.010034	436.245036	1227.126463	8966.413590	1757.394159	1839.671536	913.659247	2141.982479	1863.904076	817.610034	810.439781	2771.828964	1765.199375	821.130842	1096.164798	2984.397443	1158.231357	1378.323323	9321.408947	1497.034112	1879.281761	1460.479260	2425.934769	1358.013397	1394.194949	3809.433573	933.315288	840.942050	1318.392847	2473.430914	2695.615395	1933.694634	3317.129645	3436.357692	2247.732374	1646.722546
hsa-let-7i	1017.179947	3866.974357	5707.390255	1401.699122	579.645633	488.877274	839.913337	776.779775	334.310525	247.894115	1186.084457	9299.560592	2800.691972	854.985531	543.376612	2128.570640	1640.348690	899.492345	751.099474	1297.751983	1639.930515	1110.784172	899.334298	1889.262806	680.084782	1946.045333	7961.507037	1464.876229	1125.339722	1186.104032	2780.949613	1072.948043	1367.174588	4106.914944	508.776440	2499.331621	1106.506451	2755.954095	2712.533484	1899.727346	4544.779636	2461.156331	2338.208507	4355.199548
hsa-mir-1-1	0.000000	0.000000	0.000000	0.000000	0.067322	0.099103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092317	0.000000	0.000000	0.000000	0.241958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.474327	0.000000	0.000000	0.225884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1-2	0.000000	0.000000	0.000000	38.348989	11.310159	84.832545	33.094411	0.225023	0.652186	0.607584	2.066864	0.000000	0.381462	0.778203	13.385934	0.000000	2.120684	0.454902	86.923568	0.282120	0.000000	0.382633	0.560061	14.518830	0.399087	0.000000	0.000000	2.200276	195.422535	12.179583	0.000000	2.484722	0.371414	0.000000	10.424984	0.000000	1.384543	0.000000	0.000000	1.220382	0.000000	0.000000	0.000000	0.000000
hsa-mir-100	175.466461	11.861885	52.181854	20.155008	36.556049	211.784053	32.758768	71.219814	81.523246	361.512251	130.212409	12.114436	11.062390	56.419707	111.518679	10.757413	3.004302	29.265344	112.208225	205.806537	20.791512	656.598567	48.538663	134.039916	73.471984	38.472617	36.485173	18.279218	96.051125	70.668351	18.684992	254.345157	119.038157	9.056810	54.824245	2.430468	1573.764157	22.731750	33.836177	73.222896	19.366959	10.650347	18.894614	5.900821
hsa-mir-101-1	39283.904149	811.999914	591.937904	31014.200020	20476.773007	23562.536798	30114.303264	15825.987829	30545.651387	14239.937200	25401.754000	600.529920	316.231769	23295.113197	24772.194479	454.884878	14715.422830	30617.918791	31393.744104	32546.068080	605.552789	18203.009104	28526.483192	22283.552758	35834.773041	302.428224	762.871803	19379.525482	27780.475510	20394.377583	535.636432	27226.677780	13551.222063	610.289651	11288.954302	329.733540	26334.935575	606.180005	622.209690	8955.770320	813.412264	482.970095	503.977498	300.155113
hsa-mir-101-2	484.357501	10.783531	11.414781	563.032882	180.558605	201.279088	242.065816	208.371400	176.090210	276.450545	274.302330	10.383803	3.051694	622.043478	190.541850	5.727973	528.403640	276.428615	389.734550	399.481915	6.757241	201.647695	197.390561	354.155756	210.319042	2.007267	7.739279	438.531982	425.233745	225.656894	5.190275	363.447032	233.990761	4.876744	124.541324	6.481249	216.552820	5.412321	8.145746	178.379110	5.379711	7.408937	9.083949	3.147105
hsa-mir-103a-1	75378.464514	48558.241853	106905.942209	105354.695463	40099.965645	30170.655134	59036.804946	109147.459444	60914.821252	135248.720429	83908.758010	62419.633694	44898.426280	102961.554704	31402.940068	100024.239105	143304.480845	117213.769390	131940.539924	97646.244658	30998.065350	91797.530409	36104.426328	73077.421663	82698.684648	37560.314191	81831.821041	79885.429923	60532.841836	75977.177335	78596.341894	73985.301741	89940.291500	80092.853202	55242.919807	52967.196779	74492.221328	63324.161253	63677.804408	78423.755135	60649.782982	127195.708003	56288.145773	72717.395110
hsa-mir-103a-2	47.881031	43.134126	89.687561	39.220557	31.776160	21.505447	41.552618	75.045207	35.609354	132.453228	69.682831	57.976231	27.846706	73.540169	20.586644	72.926875	45.064524	72.177740	61.094505	93.381719	12.994695	58.542879	23.895957	81.149891	39.828919	22.079937	66.336679	56.360922	45.416766	51.261323	97.577179	79.059330	52.276507	71.061124	45.236983	45.368743	49.638439	37.886250	26.317026	88.070872	79.619719	91.222539	41.786166	79.464394
hsa-mir-103b-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-103b-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134257	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-105-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.043498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.117653	0.000000	1.061437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.566822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-105-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.391312	0.000000	0.000000	0.000000	0.381462	0.000000	0.092317	1.117653	0.000000	0.303268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.494786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-106a	207.435807	58.231070	153.284195	145.333952	111.014593	329.419838	49.540924	175.968072	410.485846	863.983901	123.126019	34.612676	28.991091	130.089576	147.337593	51.132637	102.146255	152.695346	167.193279	164.758078	16.113422	166.062808	214.752468	160.225664	749.765436	16.058136	81.815237	118.137910	165.302800	411.964366	63.321361	232.660313	184.128444	34.833884	175.828521	180.664814	59.278963	70.360179	38.848943	261.771852	41.961744	213.933062	39.969376	58.614825
hsa-mir-106b	3188.905848	4879.547954	12468.201683	4411.550018	1651.417813	2033.701711	2526.788516	4700.057696	4207.251656	7125.133061	3870.645045	5227.379319	12675.210138	4237.314515	1837.011757	6573.896789	5030.437994	3562.790313	3142.677143	4285.825925	5185.403111	5529.432337	5019.208865	3664.449088	6026.777964	7633.636308	21767.275453	4282.583849	2411.713304	3990.754224	9101.667116	3741.991008	4047.297332	6309.113101	1829.305411	11052.149749	3798.930271	9147.905756	7000.955559	5167.299062	6185.591413	4644.014459	5536.485318	11585.279260
hsa-mir-107	207.435807	57.152716	145.130781	223.992958	101.656783	150.835437	103.780852	261.139319	93.132156	232.704525	162.396428	89.127639	48.064177	110.893906	86.870097	200.339347	151.452147	178.321476	174.089095	103.396979	45.741327	149.226947	106.287225	149.595806	214.110372	53.527119	200.115647	141.325436	155.104779	152.177870	96.539124	111.360713	180.878572	162.325900	107.786886	68.053114	100.199908	94.174394	60.153203	145.835600	115.125810	248.199397	98.833367	100.707351
hsa-mir-10a	332.101662	31913.861151	852.847172	1347.117180	342720.091817	378432.237081	1371.102135	1071.897584	248323.719025	3473.555531	1375.645378	186.043131	31.661323	1476.639907	290675.930595	23.470719	685.334219	1489.196615	839.777241	2907.246562	48.860053	604.177819	968.221862	1384.992715	961.960189	29.105371	99.505018	582.734703	328240.726412	119790.216716	211.763240	2664.073521	61341.885015	47.374082	264561.701104	572.780375	362.647772	284.688110	404.780926	1126.208813	358.288736	93.074774	556.664403	54.287556
hsa-mir-10b	58.391501	176.849915	440.284391	983.237570	99.098533	152.817506	914.157595	2044.109930	1790.250472	7401.583606	3848.795343	38.073943	8.010696	5337.693344	2357.401489	5.448560	345.141240	81.882311	388.948186	5215.975553	89.403502	288.122798	2635.089321	298.154553	1827.780232	30.109005	256.501824	835.935724	176.805219	101.987280	225.257957	3313.037674	1106.256319	36.923917	3526.530001	34.026557	71.124499	473.036897	470.573492	528.221833	39.809860	15.743992	3.996938	5.900821
hsa-mir-1178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112512	0.000000	0.000000	0.000000	1.730634	0.000000	0.000000	0.000000	0.000000	0.000000	0.151634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1179	0.583915	0.000000	0.000000	0.108946	0.403934	1.090138	0.335643	1.912696	2.217432	0.000000	1.476331	0.000000	0.000000	0.000000	0.553901	0.558827	0.530171	0.606536	0.241958	1.833780	0.000000	0.000000	0.186687	0.518530	0.399087	0.000000	0.000000	0.338504	1.185816	1.606099	0.000000	0.451768	0.928535	1.393355	0.744642	0.000000	0.153838	0.000000	0.000000	0.203397	0.000000	0.463059	0.000000	0.000000
hsa-mir-1180	14.305918	48.525891	47.289805	16.232953	0.403934	2.477586	5.303161	6.300647	10.304538	33.417099	13.877513	31.151408	8.392158	20.752076	1.477069	68.595969	14.491337	18.196069	19.780102	20.735820	33.266419	41.707019	8.836526	8.555739	1.356897	6.690890	583.762771	3.385040	25.020725	6.424396	284.427097	6.776514	14.670849	14.630231	2.606246	38.887494	23.485956	63.865393	51.380861	12.407213	75.315950	58.808439	10.537381	17.702464
hsa-mir-1181	0.145979	1.078353	3.261366	0.326838	0.134645	0.099103	0.469900	0.112512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092317	0.419120	0.883618	0.151634	0.181469	0.141060	0.000000	1.147900	0.622291	0.518530	0.359179	0.669089	1.105611	0.677008	0.118582	0.535366	0.000000	0.000000	0.464267	0.000000	0.000000	2.430468	0.307676	0.000000	0.000000	0.406794	1.075942	0.463059	0.363358	0.393388
hsa-mir-1182	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1184-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1184-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1184-3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1185-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.695684	1.822751	0.000000	0.000000	0.000000	7.652328	0.000000	0.000000	0.000000	0.606536	0.000000	0.141060	0.000000	0.000000	0.000000	0.518530	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1185-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.099103	0.000000	0.000000	0.130437	0.607584	0.000000	0.000000	0.000000	2.204908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1193	0.000000	0.000000	0.000000	0.000000	0.000000	0.099103	0.000000	0.000000	0.130437	0.000000	0.000000	0.000000	0.000000	1.037604	0.000000	0.000000	0.000000	0.000000	0.060490	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.076110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1197	0.000000	0.000000	0.000000	0.435784	0.067322	0.198207	0.000000	0.000000	0.652186	1.215167	0.000000	0.000000	0.000000	7.522628	0.000000	0.000000	0.000000	0.909803	0.000000	0.141060	0.000000	0.765266	0.000000	0.000000	0.000000	0.000000	0.000000	0.169252	0.000000	0.000000	3.114165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1199	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1202	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.225023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1207	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-122	0.000000	1.078353	1.630683	0.000000	0.000000	0.000000	0.067129	0.000000	0.000000	0.000000	0.000000	0.000000	0.762923	0.000000	0.184634	0.000000	0.176724	0.000000	0.000000	0.141060	1.559363	0.765266	0.000000	0.518530	0.000000	0.334544	2.211223	0.338504	0.000000	0.669208	0.000000	0.677651	0.649974	0.000000	0.279241	0.000000	0.615353	0.000000	0.000000	2.033969	1.075942	0.463059	0.000000	0.393388
hsa-mir-1224	0.291958	0.000000	1.630683	1.198406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.381462	0.518802	0.276950	0.000000	1.237065	0.454902	0.665386	0.000000	1.559363	1.913166	0.373374	0.000000	1.356897	0.000000	76.287180	0.846260	0.000000	0.000000	0.000000	0.451768	0.742828	0.000000	0.000000	0.000000	0.102559	2.164929	0.626596	0.000000	3.227826	0.000000	0.363358	1.180164
hsa-mir-1225	0.000000	0.000000	0.000000	0.108946	0.000000	0.000000	0.000000	0.112512	0.000000	0.000000	0.295266	0.000000	0.000000	0.129700	0.000000	0.139707	0.000000	0.000000	0.120979	0.141060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-1226	0.729894	10.783531	63.596634	1.089460	1.211803	1.288345	2.080987	3.375347	2.217432	10.328921	1.181065	12.979753	6.103388	2.334609	1.754019	30.875171	0.706895	3.790848	2.843012	6.206640	15.073846	12.244262	0.933436	2.333383	2.753703	10.705424	21.006615	1.354016	2.371633	2.542990	21.799157	2.484722	2.135630	27.867107	2.327005	29.165620	4.615144	19.484357	19.424472	4.881526	11.835364	31.024925	11.264097	34.618152
hsa-mir-1227	0.000000	0.000000	1.630683	0.108946	0.000000	0.000000	0.067129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.698533	0.000000	0.151634	0.060490	0.141060	0.000000	0.765266	0.000000	0.000000	0.039909	0.334544	0.000000	0.507756	0.474327	0.133842	0.000000	0.000000	0.185707	3.483388	0.093080	0.000000	0.051279	0.000000	1.879788	0.000000	0.000000	0.463059	0.363358	0.393388
hsa-mir-1228	0.000000	0.000000	0.000000	0.000000	0.134645	0.000000	0.402772	0.000000	0.391312	1.822751	0.295266	0.000000	0.000000	0.129700	0.000000	0.000000	0.000000	0.000000	0.120979	0.000000	0.000000	0.000000	0.248916	0.000000	0.079817	0.000000	2.211223	0.000000	0.592908	0.000000	0.000000	0.000000	0.185707	0.000000	0.000000	0.000000	0.153838	0.000000	0.000000	0.000000	2.151884	0.000000	0.000000	0.000000
