Hugo_Symbol	TARGET-10-PAKSWW-04	TARGET-10-PAMXHJ-09	TARGET-10-PAMXSP-09	TARGET-10-PANCVR-03	TARGET-10-PANEPX-03	TARGET-10-PANEUH-09	TARGET-10-PANFNZ-03	TARGET-10-PANGIF-03	TARGET-10-PANIEU-03	TARGET-10-PANJPG-09	TARGET-10-PANJWJ-09	TARGET-10-PANKAK-04	TARGET-10-PANKAK-09	TARGET-10-PANKDT-03	TARGET-10-PANKGK-09	TARGET-10-PANKMB-09	TARGET-10-PANKRG-03	TARGET-10-PANLIC-09	TARGET-10-PANPJI-09	TARGET-10-PANRAL-03	TARGET-10-PANRDC-03	TARGET-10-PANRWG-09	TARGET-10-PANRYM-09	TARGET-10-PANSBR-09	TARGET-10-PANSDA-04	TARGET-10-PANSHK-04	TARGET-10-PANSHK-09	TARGET-10-PANSPW-09	TARGET-10-PANSUL-09	TARGET-10-PANSXG-09	TARGET-10-PANTSM-04	TARGET-10-PANTSM-09	TARGET-10-PANUHA-09	TARGET-10-PANUSN-03	TARGET-10-PANUSN-04	TARGET-10-PANVYR-04	TARGET-10-PANVYR-09	TARGET-10-PANWFB-09	TARGET-10-PANWHJ-09	TARGET-10-PANWHW-09	TARGET-10-PANWVW-09	TARGET-10-PANWYH-09	TARGET-10-PANWYK-09	TARGET-10-PANXDB-03	TARGET-10-PANXDR-09	TARGET-10-PANXPE-04	TARGET-10-PANYEJ-09	TARGET-10-PANYGB-04	TARGET-10-PANYGB-09	TARGET-10-PANYYV-04	TARGET-10-PANYZE-09	TARGET-10-PANZPJ-04	TARGET-10-PANZPJ-09	TARGET-10-PANZXC-09	TARGET-10-PAPAGK-09	TARGET-10-PAPAIZ-09	TARGET-10-PAPBCI-09	TARGET-10-PAPBES-03	TARGET-10-PAPBFN-09	TARGET-10-PAPBSY-09	TARGET-10-PAPBZK-09	TARGET-10-PAPCUR-09	TARGET-10-PAPCVZ-04	TARGET-10-PAPDJM-04	TARGET-10-PAPDKJ-09	TARGET-10-PAPDUF-09	TARGET-10-PAPDUV-04	TARGET-10-PAPDWT-04	TARGET-10-PAPEAB-04	TARGET-10-PAPECF-04	TARGET-10-PAPECF-09	TARGET-10-PAPEFH-04	TARGET-10-PAPEFH-09	TARGET-10-PAPEJN-04	TARGET-10-PAPEJN-09	TARGET-10-PAPESW-09	TARGET-10-PAPEWB-09	TARGET-10-PAPFWH-09	TARGET-10-PAPFXN-09	TARGET-10-PAPGFP-04	TARGET-10-PAPGFP-09	TARGET-10-PAPGGT-03	TARGET-10-PAPGNC-03	TARGET-10-PAPGYC-09	TARGET-10-PAPHEK-03	TARGET-10-PAPHGD-09	TARGET-10-PAPHJF-04	TARGET-10-PAPHJF-09	TARGET-10-PAPIGX-09	TARGET-10-PAPIJB-09	TARGET-10-PAPIJM-09	TARGET-10-PAPISG-04	TARGET-10-PAPJHB-04	TARGET-10-PAPJHB-09	TARGET-10-PAPJHR-09	TARGET-10-PAPJIB-04	TARGET-10-PAPJIB-09	TARGET-10-PAPJXI-04	TARGET-10-PAPJXI-09	TARGET-10-PAPKNC-09	TARGET-10-PAPLDL-03	TARGET-10-PAPLDL-04	TARGET-10-PAPLDM-04	TARGET-10-PAPLTZ-04	TARGET-10-PAPLTZ-09	TARGET-10-PAPLUG-09	TARGET-10-PAPMVB-04	TARGET-10-PAPMVB-09	TARGET-10-PAPMYD-03	TARGET-10-PAPNFY-03	TARGET-10-PAPNMY-04	TARGET-10-PAPNMY-09	TARGET-10-PAPNNX-04	TARGET-10-PAPNNX-09	TARGET-10-PAPPGN-04	TARGET-10-PAPRCS-04	TARGET-10-PAPRCS-09	TARGET-10-PAPRFE-09	TARGET-10-PAPSPG-04	TARGET-10-PAPSPN-04	TARGET-10-PAPSPN-09	TARGET-10-PAPTLM-09	TARGET-10-PAPVTA-04	TARGET-10-PAPVTA-09	TARGET-10-PAPZNK-04	TARGET-10-PAPZNK-09	TARGET-10-PAPZST-09	TARGET-10-PARACA-09	TARGET-10-PARAKF-04	TARGET-10-PARAKF-09	TARGET-10-PARARJ-09	TARGET-10-PARBRK-04	TARGET-10-PARBRK-09	TARGET-10-PARBVI-04	TARGET-10-PARBVI-09	TARGET-10-PARDWE-03	TARGET-10-PARFLV-09	TARGET-10-PARFTR-04	TARGET-10-PARFTR-09	TARGET-10-PARGFV-03	TARGET-10-PARGFV-04	TARGET-10-PARGVZ-04	TARGET-10-PARIAD-03	TARGET-10-PARIAD-04	TARGET-10-PARJSR-04	TARGET-10-PARJSR-09	TARGET-10-PARJZZ-04	TARGET-10-PARJZZ-09	TARGET-10-PARLAF-04	TARGET-10-PARLEK-03	TARGET-10-PARMSP-04	TARGET-10-PARMSP-09	TARGET-10-PARMXF-03	TARGET-10-PARMXF-04	TARGET-10-PARNMF-03	TARGET-10-PARNMF-04	TARGET-10-PARNSH-03	TARGET-10-PARPNM-09	TARGET-10-PARPRW-04	TARGET-10-PARPRW-09	TARGET-10-PARPZJ-03	TARGET-10-PARSGC-03	TARGET-10-PARSZH-04	TARGET-10-PARSZH-09	TARGET-10-PARUBK-03	TARGET-10-PARUGP-09	TARGET-10-PARVWD-09	TARGET-10-PARWVN-03	TARGET-10-PARXMC-09	TARGET-10-PASCIU-03	TARGET-10-PASFXA-03	TARGET-10-PASFXA-04	TARGET-10-PASHUI-04	TARGET-10-PASHUI-09	TARGET-10-PASKAY-04	TARGET-10-PASKHT-03	TARGET-10-PASLZM-40	TARGET-10-PASSXJ-03	TARGET-10-PASUBW-09	TARGET-10-PATCTI-04	TARGET-10-PATCTI-09
hsa-mir-3118-3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3118-4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3118-5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3118-6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3119-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3119-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3120	0.277386	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.172311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.524150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.533265	0.000000	0.000000	0.000000	1.039665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.358005	0.000000	0.868985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.504109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.390239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.252292	0.000000	0.215921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.636349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.341041	0.000000	0.363608	0.000000	0.127507	0.642169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.482977	0.000000	0.000000	0.657352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3121	0.000000	0.166089	0.250599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.263571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.467171	0.399704	0.000000	0.000000	0.713585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.369475	0.000000	0.000000	0.000000	0.651813	0.000000	0.000000	0.000000	0.000000	0.434492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.429149	0.118510	0.000000	0.168319	0.321545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.540791	0.000000	0.230952	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.146744	0.000000	0.000000	0.116039	0.000000	0.000000	0.334073	0.000000	0.397933	0.000000	0.000000	0.634044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.826664	0.000000	0.000000	0.000000	0.000000	0.679725	0.000000	0.000000	0.238139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.267349	0.000000	0.674361	0.000000	0.000000	0.307960	0.000000	0.000000	0.000000	1.167683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.363608	0.000000	0.255014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.211154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.359663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.111482	0.000000	0.000000	0.000000	0.914241	0.307067
hsa-mir-3122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.336021	0.000000	0.000000	0.000000	0.000000	0.000000	0.148166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.766632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.377869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.442603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.801662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-3124	0.000000	0.332179	0.000000	0.173950	0.455179	0.394505	0.198284	0.285140	0.130204	0.210336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098778	0.000000	0.207124	0.156906	0.177259	0.366673	0.000000	0.000000	0.112269	1.448820	0.540686	2.177274	0.893587	0.252831	0.727059	0.193805	1.465940	0.000000	0.000000	0.174530	0.403979	0.000000	0.000000	0.000000	0.000000	0.000000	0.133235	0.000000	0.000000	0.000000	0.000000	0.358580	0.162795	0.258733	0.000000	0.000000	0.743927	1.477899	0.302524	0.377869	0.000000	0.814766	0.261945	0.000000	0.179002	1.729075	0.868985	1.755413	0.918689	0.000000	0.663905	0.863622	1.257365	1.843140	0.000000	0.429149	0.237021	0.000000	0.168319	0.160772	0.167596	0.000000	0.000000	0.206123	0.000000	0.000000	0.000000	0.180264	0.242444	0.577379	0.000000	0.726651	0.201411	0.982160	0.000000	0.000000	2.263369	0.869788	3.003098	0.764496	1.409148	1.078219	1.160391	0.507608	0.000000	1.336293	1.040638	0.132644	0.000000	0.000000	0.634044	0.000000	0.000000	0.252292	0.857294	0.215921	0.000000	1.826664	0.605578	1.169497	0.000000	0.000000	0.000000	0.509876	0.554528	0.714417	0.000000	0.862814	0.738135	2.148452	1.064351	0.000000	0.000000	1.048362	0.674361	0.631862	0.636349	0.000000	0.893300	0.870504	0.000000	1.751524	0.910730	0.953359	0.000000	0.000000	0.000000	0.000000	0.781904	1.778211	0.511562	0.000000	0.363608	0.720156	1.147565	0.000000	0.000000	0.146850	0.113517	0.000000	0.847364	0.211154	0.000000	0.000000	0.000000	0.000000	0.133734	1.619407	0.493014	0.359663	2.442507	0.120134	2.160021	0.311705	0.000000	0.000000	0.588390	0.000000	1.183796	2.294208	0.316216	2.742722	0.000000
hsa-mir-3125	0.277386	0.000000	0.000000	0.173950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.383316	0.000000	0.000000	0.000000	0.000000	0.000000	0.371963	0.000000	0.000000	0.000000	0.000000	0.000000	0.261945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168319	0.000000	0.000000	0.000000	0.000000	0.103062	0.000000	0.000000	0.000000	0.000000	0.969776	0.923807	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.507608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.317022	0.000000	0.000000	0.000000	0.000000	0.000000	0.831763	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.798350	0.000000	0.000000	0.000000	0.000000	0.000000	9.668032	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.611512	0.801882	0.000000	0.000000	0.000000	2.117726	3.083246	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.402579	0.000000	0.000000	0.000000	0.000000	1.972496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294195	0.000000	3.551389	0.000000	0.000000	0.457120	0.000000
